date,total_trades,total_volume_usd,avg_trade_size_usd,net_pnl,profitable_trades,win_rate,classification,sentiment_binary
2023-05-01,3,477.0,159.0,0.0,0,0.0,Greed,1
2023-12-05,9,50005.83,5556.203333333334,0.0,0,0.0,Greed,1
2023-12-14,11,113203.35,10291.213636363636,-205.43473700000007,4,0.36363636363636365,Greed,1
2023-12-15,2,10609.95,5304.975,-24.632033999999997,0,0.0,Greed,1
2023-12-16,3,15348.77,5116.256666666667,0.0,0,0.0,Greed,1
2023-12-17,14,116278.02,8305.572857142857,304.982785,7,0.5,Greed,1
2023-12-18,2,31164.179999999997,15582.089999999998,0.0,0,0.0,Greed,1
2023-12-19,15,91602.41,6106.827333333334,1000.5386120000001,10,0.6666666666666666,Greed,1
2023-12-20,18,141636.79,7868.710555555556,162.732282,8,0.4444444444444444,Greed,1
2023-12-21,49,125233.97,2555.795306122449,537.211402,26,0.5306122448979592,Greed,1
2023-12-22,10,88874.28,8887.428,141.832675,2,0.2,Greed,1
2023-12-23,13,78438.25,6033.711538461538,146.936704,8,0.6153846153846154,Greed,1
2023-12-24,39,402954.94,10332.177948717948,1008.619956,15,0.38461538461538464,Greed,1
2023-12-25,3,59948.51,19982.836666666666,-245.081348,0,0.0,Greed,1
2023-12-27,28,171411.06,6121.823571428571,-704.8892269999999,4,0.14285714285714285,Greed,1
2023-12-28,23,100117.25,4352.923913043478,-970.730876,0,0.0,Greed,1
2023-12-29,50,569559.72,11391.1944,508.92214299999995,15,0.3,Greed,1
2023-12-30,52,702550.21,13510.58096153846,354.998648,23,0.4423076923076923,Greed,1
2024-01-01,18,264239.52999999997,14679.973888888888,-129.53146,1,0.05555555555555555,Greed,1
2024-01-02,17,121348.74,7138.1611764705885,783.979116,8,0.47058823529411764,Greed,1
2024-01-03,67,394499.36,5888.050149253731,866.015507,28,0.417910447761194,Greed,1
2024-01-04,5,99792.54000000001,19958.508,-67.60364,0,0.0,Greed,1
2024-01-05,66,1703942.66,25817.31303030303,164.141565,13,0.19696969696969696,Greed,1
2024-01-06,22,298521.4,13569.154545454547,135.58166400000002,10,0.45454545454545453,Greed,1
2024-01-07,97,1048850.06,10812.887216494846,-835.681235,9,0.09278350515463918,Greed,1
2024-01-08,128,1522452.43,11894.159609375,-269.874439,32,0.25,Greed,1
2024-01-09,70,870051.97,12429.313857142857,-826.349863,18,0.2571428571428571,Greed,1
2024-01-10,193,2057479.48,10660.515440414507,-1517.091342,41,0.21243523316062177,Greed,1
2024-01-11,21,305314.1,14538.766666666666,-164.08950099999998,5,0.23809523809523808,Greed,1
2024-01-12,7,200082.27,28583.181428571428,-1925.519024,0,0.0,Greed,1
2024-01-15,14,50636.1,3616.8642857142854,152.85358,9,0.6428571428571429,Fear,0
2024-01-16,9,116427.33,12936.37,-2299.171458,3,0.3333333333333333,Greed,1
2024-01-17,53,800831.03,15110.019433962265,813.2741110000001,11,0.20754716981132076,Greed,1
2024-01-18,46,424631.52999999997,9231.120217391304,68.93319,3,0.06521739130434782,Greed,1
2024-01-19,48,428428.97,8925.603541666665,-385.419235,6,0.125,Fear,0
2024-01-20,106,1070090.51,10095.193490566038,-146.57487000000003,15,0.14150943396226415,Fear,0
2024-01-21,11,103129.74,9375.43090909091,266.58114600000005,3,0.2727272727272727,Greed,1
2024-01-22,85,337878.99,3975.0469411764707,1375.640959,23,0.27058823529411763,Greed,1
2024-01-23,45,414518.93000000005,9211.531777777778,-369.2447299999998,11,0.24444444444444444,Fear,0
2024-01-24,68,965084.59,14192.42044117647,-2808.353815,10,0.14705882352941177,Fear,0
2024-01-25,6,66566.13,11094.355000000001,-3093.6293849999997,0,0.0,Fear,0
2024-01-26,5,11773.21,2354.642,90.2,1,0.2,Fear,0
2024-01-28,11,18109.03,1646.2754545454545,-2478.06972,0,0.0,Fear,0
2024-01-29,74,414208.18,5597.407837837838,486.562542,45,0.6081081081081081,Greed,1
2024-01-30,49,401011.38,8183.905714285715,-173.65419100000003,5,0.10204081632653061,Greed,1
2024-01-31,859,6305647.13,7340.683504074505,-799.840817,231,0.2689173457508731,Greed,1
2024-02-01,6,2008.18,334.69666666666666,0.0,0,0.0,Greed,1
2024-02-02,42,474278.43,11292.343571428572,456.423473,13,0.30952380952380953,Greed,1
2024-02-03,56,603820.0,10782.5,223.30918699999998,6,0.10714285714285714,Greed,1
2024-02-04,35,203187.53,5805.358,47.62389499999999,9,0.2571428571428571,Greed,1
2024-02-05,72,770198.26,10697.198055555556,-33.45419400000003,14,0.19444444444444445,Greed,1
2024-02-06,1088,8047153.41,7396.280707720588,-215.615907,179,0.1645220588235294,Greed,1
2024-02-07,15,6758.73,450.582,241.24212,2,0.13333333333333333,Greed,1
2024-02-08,10,26051.12,2605.112,770.756024,4,0.4,Greed,1
2024-02-11,34,212311.82,6244.465294117647,983.443176,7,0.20588235294117646,Greed,1
2024-02-12,16,227247.69999999998,14202.981249999999,913.8817869999998,6,0.375,Greed,1
2024-02-13,14,1999.99,142.85642857142858,559.44389,14,1.0,Greed,1
2024-02-14,111,320839.88,2890.4493693693694,3830.599833,83,0.7477477477477478,Greed,1
2024-02-15,63,185188.04,2939.4926984126987,1840.797677,57,0.9047619047619048,Greed,1
2024-02-16,182,564896.51,3103.826978021978,5491.768834,146,0.8021978021978022,Greed,1
2024-02-17,94,406118.07,4320.405,1929.6418,61,0.648936170212766,Greed,1
2024-02-18,97,157048.17,1619.0532989690723,477.6248299999999,61,0.6288659793814433,Greed,1
2024-02-19,101,286377.2,2835.417821782178,4317.768563,77,0.7623762376237624,Greed,1
2024-02-20,39,119419.72,3062.0441025641026,3263.628824,31,0.7948717948717948,Greed,1
2024-02-21,22,108047.51999999999,4911.250909090909,1858.7985700000002,15,0.6818181818181818,Greed,1
2024-02-22,88,373033.87,4239.02125,3894.1050699999996,40,0.45454545454545453,Greed,1
2024-02-23,143,111106.14,776.966013986014,1418.55293,137,0.958041958041958,Greed,1
2024-02-25,5,4480.13,896.0260000000001,-30.7705,0,0.0,Greed,1
2024-02-26,39,192187.14,4927.875384615385,4416.8473,34,0.8717948717948718,Greed,1
2024-02-27,63,209362.3,3323.2111111111108,888.511733,26,0.4126984126984127,Greed,1
2024-02-28,45,171107.13,3802.380666666667,2503.747235,39,0.8666666666666667,Greed,1
2024-02-29,116,395666.73,3410.9200862068965,9813.996992,100,0.8620689655172413,Greed,1
2024-03-01,137,472974.7,3452.370072992701,8244.241409,128,0.9343065693430657,Greed,1
2024-03-02,31,63197.56,2038.6309677419354,230.90060000000005,21,0.6774193548387096,Greed,1
2024-03-03,79,390745.68,4946.1478481012655,8361.086245,54,0.6835443037974683,Greed,1
2024-03-04,300,1577996.87,5259.989566666667,27799.775742,266,0.8866666666666667,Greed,1
2024-03-05,180,841810.32,4676.724,19791.026041,163,0.9055555555555556,Greed,1
2024-03-06,82,327218.02,3990.4636585365856,6814.825139,72,0.8780487804878049,Greed,1
2024-03-08,67,183583.18,2740.047462686567,4271.886236,59,0.8805970149253731,Greed,1
2024-03-09,117,658178.75,5625.459401709401,9949.501624,97,0.8290598290598291,Greed,1
2024-03-10,42,219973.85,5237.472619047619,2482.9272,29,0.6904761904761905,Greed,1
2024-03-11,42,176519.44999999998,4202.844047619047,3588.179495,39,0.9285714285714286,Greed,1
2024-03-12,8,103040.85,12880.10625,3039.166,7,0.875,Greed,1
2024-03-13,7,6000.799999999999,857.2571428571428,0.0,0,0.0,Greed,1
2024-03-14,18,205933.18,11440.732222222221,3465.865832,16,0.8888888888888888,Greed,1
2024-03-15,62,351894.41,5675.71629032258,6236.513651,41,0.6612903225806451,Greed,1
2024-03-16,8,37223.66,4652.9575,228.57984,1,0.125,Greed,1
2024-03-17,23,99506.95,4326.389130434783,503.293955,10,0.43478260869565216,Greed,1
2024-03-18,19,90458.08,4760.951578947369,1456.9577,6,0.3157894736842105,Greed,1
2024-03-19,24,219884.84,9161.868333333334,668.797973,5,0.20833333333333334,Greed,1
2024-03-20,69,215705.85,3126.171739130435,6423.134599,60,0.8695652173913043,Greed,1
2024-03-21,28,117895.57,4210.556071428572,2335.5080749999997,23,0.8214285714285714,Greed,1
2024-03-24,19,92592.20999999999,4873.274210526315,1297.018477,15,0.7894736842105263,Greed,1
2024-03-25,7,57116.32,8159.4742857142855,1302.916428,6,0.8571428571428571,Greed,1
2024-03-26,118,198565.19,1682.7558474576272,3215.906593,110,0.9322033898305084,Greed,1
2024-03-27,38,99864.79,2628.020789473684,150.41114,12,0.3157894736842105,Greed,1
2024-03-28,13,35323.72,2717.209230769231,227.85100799999998,9,0.6923076923076923,Greed,1
2024-03-29,15,86914.37,5794.291333333333,883.097404,6,0.4,Greed,1
2024-03-30,45,101103.92,2246.753777777778,1100.57514,44,0.9777777777777777,Greed,1
2024-03-31,13,39912.96,3070.2276923076925,912.786145,10,0.7692307692307693,Greed,1
2024-04-01,77,339470.47,4408.7074025974025,2507.963406,42,0.5454545454545454,Greed,1
2024-04-02,41,239664.50999999998,5845.475853658536,883.760812,12,0.2926829268292683,Greed,1
2024-04-03,4,16887.57,4221.8925,126.7884,1,0.25,Greed,1
2024-04-04,32,95987.73,2999.6165625,0.0,0,0.0,Greed,1
2024-04-05,100,503791.8,5037.918,10706.484306,90,0.9,Greed,1
2024-04-06,16,68223.67,4263.979375,236.33513399999998,4,0.25,Greed,1
2024-04-07,23,49988.14,2173.397391304348,0.0,0,0.0,Greed,1
2024-04-08,30,211940.64,7064.688,1218.4267,1,0.03333333333333333,Greed,1
2024-04-09,3,57063.840000000004,19021.280000000002,0.0,0,0.0,Greed,1
2024-04-10,41,351735.97,8578.926097560974,5207.443414,36,0.8780487804878049,Greed,1
2024-04-11,16,76400.96,4775.06,389.743164,2,0.125,Greed,1
2024-04-12,129,442088.59,3427.0433333333335,-592.6458390000001,71,0.5503875968992248,Greed,1
2024-04-13,89,486411.25,5465.294943820225,6621.451755,61,0.6853932584269663,Greed,1
2024-04-14,107,659162.17,6160.394112149533,-36104.012520000004,33,0.308411214953271,Greed,1
2024-04-15,41,291111.19,7100.272926829269,3774.08872,35,0.8536585365853658,Greed,1
2024-04-16,47,181907.17,3870.3653191489366,2467.702221,43,0.9148936170212766,Greed,1
2024-04-17,14,97562.99,6968.785000000001,2441.4683999999997,13,0.9285714285714286,Greed,1
2024-04-19,35,337257.92000000004,9635.940571428573,1946.4454620000001,27,0.7714285714285715,Greed,1
2024-04-20,22,60733.24,2760.601818181818,0.0,0,0.0,Greed,1
2024-04-22,9,47993.61,5332.623333333333,0.0,0,0.0,Greed,1
2024-04-23,66,233054.9,3531.1348484848486,1119.536196,35,0.5303030303030303,Greed,1
2024-04-24,20,141275.24,7063.762,279.185907,6,0.3,Greed,1
2024-04-25,74,120241.01,1624.8785135135136,0.0,0,0.0,Greed,1
2024-04-26,3,4988.290000000001,1662.7633333333335,0.0,0,0.0,Greed,1
2024-04-27,27,154264.47,5713.498888888889,4281.488139,19,0.7037037037037037,Greed,1
2024-04-28,58,43985.6,758.3724137931034,0.0,0,0.0,Greed,1
2024-04-29,45,108699.01,2415.5335555555553,526.9338359999999,17,0.37777777777777777,Greed,1
2024-04-30,24,125018.75,5209.114583333333,0.0,0,0.0,Greed,1
2024-05-01,14,87025.45,6216.103571428571,0.0,0,0.0,Fear,0
2024-05-03,36,282682.64999999997,7852.295833333333,5306.017045,17,0.4722222222222222,Fear,0
2024-05-04,9,58998.75,6555.416666666667,0.0,0,0.0,Greed,1
2024-05-05,6,24068.350000000002,4011.391666666667,0.916,1,0.16666666666666666,Greed,1
2024-05-06,9,206016.43,22890.714444444442,968.59038,4,0.4444444444444444,Greed,1
2024-05-07,18,108717.58,6039.865555555556,883.537693,9,0.5,Greed,1
2024-05-08,13,65973.57,5074.89,1.56576,1,0.07692307692307693,Greed,1
2024-05-09,28,221966.12,7927.361428571428,1147.595856,11,0.39285714285714285,Greed,1
2024-05-10,22,156882.0,7131.0,2101.741695,6,0.2727272727272727,Greed,1
2024-05-11,9,63248.95,7027.661111111111,251.604742,9,1.0,Fear,0
2024-05-12,23,55179.56,2399.111304347826,0.0,0,0.0,Greed,1
2024-05-13,28,193118.9,6897.103571428571,2136.853859,10,0.35714285714285715,Greed,1
2024-05-14,23,145853.4,6341.452173913043,1150.5233050000002,4,0.17391304347826086,Greed,1
2024-05-15,36,234922.57,6525.626944444444,948.970582,17,0.4722222222222222,Greed,1
2024-05-16,27,162620.96,6022.998518518518,214.5898,5,0.18518518518518517,Greed,1
2024-05-18,25,126303.14,5052.1256,3522.3946610000003,16,0.64,Greed,1
2024-05-19,8,29998.09,3749.76125,0.0,0,0.0,Greed,1
2024-05-20,10,38124.75,3812.475,-74.818442,0,0.0,Greed,1
2024-05-21,125,1100948.59,8807.588720000002,7289.397571999999,14,0.112,Greed,1
2024-05-22,6,44995.29,7499.215,0.0,0,0.0,Greed,1
2024-05-23,325,401850.6,1236.4633846153845,413.347329,145,0.4461538461538462,Greed,1
2024-05-24,2,50811.899999999994,25405.949999999997,821.949278,2,1.0,Greed,1
2024-05-25,16,29991.129999999997,1874.4456249999998,14.126038999999999,5,0.3125,Greed,1
2024-05-26,16,53976.67,3373.541875,778.6839,4,0.25,Greed,1
2024-05-27,251,151115.72,602.0546613545816,1129.35587,90,0.35856573705179284,Greed,1
2024-05-29,164,84268.76,513.8339024390243,277.791953,68,0.4146341463414634,Greed,1
2024-05-30,7,2838.09,405.4414285714286,20.951433,5,0.7142857142857143,Greed,1
2024-05-31,13,3636.14,279.70307692307694,25.35812,4,0.3076923076923077,Greed,1
2024-06-01,25,12834.62,513.3848,91.510419,9,0.36,Greed,1
2024-06-02,93,29464.51,316.822688172043,192.906947,34,0.3655913978494624,Greed,1
2024-06-03,70,21466.86,306.66942857142857,562.808208,44,0.6285714285714286,Greed,1
2024-06-04,53,24243.41,457.42283018867926,52.211438,25,0.4716981132075472,Greed,1
2024-06-05,54,25350.77,469.4587037037037,56.055506,16,0.2962962962962963,Greed,1
2024-06-06,234,137557.76,587.8536752136753,274.173187,100,0.42735042735042733,Greed,1
2024-06-07,440,1098588.76,2496.7926363636366,8902.467416,176,0.4,Greed,1
2024-06-08,29,97351.88,3356.961379310345,129.13883900000002,8,0.27586206896551724,Greed,1
2024-06-09,17,22410.22,1318.2482352941176,0.0,0,0.0,Greed,1
2024-06-10,53,46587.93,879.0175471698113,31.266804999999998,18,0.33962264150943394,Greed,1
2024-06-11,123,373279.92,3034.7960975609753,4320.631811,17,0.13821138211382114,Greed,1
2024-06-12,254,193407.96,761.4486614173228,-21886.531493,21,0.08267716535433071,Greed,1
2024-06-13,79,132577.22,1678.1926582278481,6632.757115,19,0.24050632911392406,Greed,1
2024-06-14,31,139868.66,4511.892258064517,10258.592609,15,0.4838709677419355,Greed,1
2024-06-15,78,718350.25,9209.61858974359,3369.958346,38,0.48717948717948717,Greed,1
2024-06-16,11,25235.079999999998,2294.0981818181817,0.0,0,0.0,Greed,1
2024-06-17,38,368380.12,9694.213684210526,10599.502375,25,0.6578947368421053,Greed,1
2024-06-18,25,263314.79,10532.5916,282.57636,4,0.16,Greed,1
2024-06-19,61,417071.12,6837.231475409836,4887.656944,31,0.5081967213114754,Greed,1
2024-06-20,39,207990.8,5333.097435897435,57478.456026,8,0.20512820512820512,Greed,1
2024-06-21,80,176264.49,2203.306125,773.5582039999999,3,0.0375,Greed,1
2024-06-22,24,169594.27000000002,7066.427916666667,756.876565,8,0.3333333333333333,Fear,0
2024-06-23,5,1792.12,358.424,0.0,0,0.0,Greed,1
2024-06-24,31,403002.8,13000.090322580645,0.0,0,0.0,Fear,0
2024-06-25,49,103099.08,2104.062857142857,4869.353105,11,0.22448979591836735,Fear,0
2024-06-26,72,365190.66000000003,5072.092500000001,4197.732182,21,0.2916666666666667,Fear,0
2024-06-27,30,130486.95,4349.565,0.0,0,0.0,Fear,0
2024-06-29,75,280095.11,3734.6014666666665,6150.326145,24,0.32,Fear,0
2024-06-30,14,30520.69,2180.049285714286,0.0,0,0.0,Fear,0
2024-07-01,64,362670.14999999997,5666.721093749999,5065.839308,26,0.40625,Fear,0
2024-07-02,18,33347.47,1852.6372222222224,2421.253116,13,0.7222222222222222,Fear,0
2024-07-03,18,179600.66,9977.814444444444,1118.387284,4,0.2222222222222222,Fear,0
2024-07-04,25,430568.01,17222.720400000002,0.0,0,0.0,Fear,0
2024-07-05,32,272289.89,8509.0590625,0.0,0,0.0,Fear,0
2024-07-06,24,2490.17,103.75708333333334,108.87217799999999,7,0.2916666666666667,Fear,0
2024-07-07,10,498.75,49.875,61.428942,10,1.0,Fear,0
2024-07-08,1,497.64,497.64,0.0,0,0.0,Fear,0
2024-07-09,15,2736.45,182.42999999999998,648.984412,15,1.0,Fear,0
2024-07-10,56,687900.21,12283.93232142857,11977.734907,38,0.6785714285714286,Fear,0
2024-07-11,19,169887.02,8941.422105263156,1876.812082,9,0.47368421052631576,Fear,0
2024-07-12,19,89582.97,4714.893157894737,1412.314654,9,0.47368421052631576,Fear,0
2024-07-13,17,139189.19,8187.599411764706,2913.617837,17,1.0,Fear,0
2024-07-14,7,84001.13,12000.16142857143,0.0,0,0.0,Fear,0
2024-07-15,26,198344.85,7628.6480769230775,-1.0,0,0.0,Fear,0
2024-07-16,22,144000.57,6545.480454545454,0.0,0,0.0,Greed,1
2024-07-17,351,626005.53,1783.4915384615385,1859.269477,145,0.4131054131054131,Greed,1
2024-07-18,60,649704.85,10828.414166666666,3803.884311,48,0.8,Greed,1
2024-07-19,23,150269.42,6533.453043478262,2155.891114,12,0.5217391304347826,Greed,1
2024-07-20,266,244362.21,918.65492481203,2299.169566,33,0.12406015037593984,Greed,1
2024-07-21,448,234307.46,523.0077232142856,-2960.716887,21,0.046875,Greed,1
2024-07-22,154,304213.8,1975.4142857142856,1517.119876,22,0.14285714285714285,Greed,1
2024-07-23,370,358526.54,968.9906486486486,89890.302206,329,0.8891891891891892,Greed,1
2024-07-24,90,69207.93,768.977,625.561479,18,0.2,Greed,1
2024-07-25,78,528555.31,6776.350128205129,916.7382600000001,10,0.1282051282051282,Greed,1
2024-07-26,152,548587.65,3609.1292763157894,2766.513113,61,0.40131578947368424,Greed,1
2024-07-27,57,905199.75,15880.697368421053,6400.623656,42,0.7368421052631579,Greed,1
2024-07-28,16,43254.68,2703.4175,587.29903,12,0.75,Greed,1
2024-07-29,39,327199.14,8389.72153846154,330.80445399999996,16,0.41025641025641024,Greed,1
2024-07-30,6,36006.47,6001.078333333334,0.0,0,0.0,Greed,1
2024-07-31,43,84506.54,1965.2683720930231,765.690884,14,0.32558139534883723,Greed,1
2024-08-01,57,227774.53,3996.044385964912,167.080017,4,0.07017543859649122,Fear,0
2024-08-02,63,396320.37,6290.799523809524,782.3681909999999,17,0.2698412698412698,Greed,1
2024-08-03,37,290532.86,7852.239459459459,464.1897,1,0.02702702702702703,Fear,0
2024-08-04,127,1207744.07,9509.795826771655,-122672.000883,3,0.023622047244094488,Fear,0
2024-08-05,80,420495.4,5256.1925,-13013.665169,33,0.4125,Fear,0
2024-08-06,107,61478.38,574.5642990654205,267.318048,13,0.12149532710280374,Fear,0
2024-08-07,33,2492.77,75.53848484848484,188.789255,10,0.30303030303030304,Fear,0
2024-08-08,9,16299.35,1811.038888888889,-40.712216999999995,0,0.0,Fear,0
2024-08-09,144,503204.86,3494.4781944444444,18082.071276,43,0.2986111111111111,Fear,0
2024-08-10,88,11339.29,128.8555681818182,0.0,0,0.0,Fear,0
2024-08-11,24,44230.21,1842.9254166666667,847.7766200000001,4,0.16666666666666666,Fear,0
2024-08-12,48,54167.32,1128.4858333333334,858.6705000000001,6,0.125,Fear,0
2024-08-13,23,20797.87,904.2552173913043,212.08102,8,0.34782608695652173,Fear,0
2024-08-14,25,66710.03,2668.4012,2168.9015130000003,5,0.2,Fear,0
2024-08-15,12,1522.3700000000001,126.86416666666668,0.0,0,0.0,Fear,0
2024-08-16,35,166382.84,4753.795428571429,825.230544,3,0.08571428571428572,Fear,0
2024-08-17,30,30248.96,1008.2986666666667,-288.283113,0,0.0,Fear,0
2024-08-18,15,62804.48,4186.965333333334,307.201888,12,0.8,Fear,0
2024-08-19,8,100315.03,12539.37875,339.69958299999996,5,0.625,Fear,0
2024-08-20,12,49914.8,4159.566666666667,192.602844,1,0.08333333333333333,Fear,0
2024-08-21,145,104990.41,724.0717931034483,656.200925,54,0.3724137931034483,Fear,0
2024-08-23,10,63509.56,6350.956,1005.30527,3,0.3,Fear,0
2024-08-24,7,34999.67,4999.952857142857,0.0,0,0.0,Greed,1
2024-08-25,17,21950.28,1291.1929411764704,0.0,0,0.0,Fear,0
2024-08-26,6,92611.27,15435.211666666668,231.236918,2,0.3333333333333333,Greed,1
2024-08-27,50,70250.16,1405.0032,0.0,0,0.0,Fear,0
2024-08-28,9,71160.06999999999,7906.674444444444,1333.359645,2,0.2222222222222222,Fear,0
2024-08-29,1,9995.85,9995.85,0.0,0,0.0,Fear,0
2024-08-30,6,37233.24,6205.54,256.464,1,0.16666666666666666,Fear,0
2024-08-31,34,107507.43000000001,3161.983235294118,10.882801,12,0.35294117647058826,Fear,0
2024-09-01,12,12359.68,1029.9733333333334,137.433093,5,0.4166666666666667,Fear,0
2024-09-02,2,30000.42,15000.21,0.0,0,0.0,Fear,0
2024-09-04,34,131480.97,3867.0873529411765,1065.785132,5,0.14705882352941177,Fear,0
2024-09-05,1,0.84,0.84,0.0,0,0.0,Fear,0
